대여소명,대여소번호,이용거리(M),이용건수,이용시간(분)
한양3차아파트 3동 앞,4461,3660055.89,1698,32455
한양대병원사거리,525,12753714.35,3801,102830
한양대역 1번출구,3545,8256148.43,2719,68719
한양대역 3번 출구,3544,11151680.18,3484,88860
한양대후문역 부근,537,9871334.73,3641,83555
한양수자인아파트 앞,1828,19147905.85,9081,158108
한영외국어고등학교,3652,4008466.46,2059,35559
한영중고앞사거리,1067,6340117.38,3076,59572
한울중학교,1842,3945417.13,1848,29593
한일유앤아이아파트 105동 인근,4028,11932023.72,6215,103751
한전아트센터 앞,2299,8227877.49,3844,83062
한진아파트 입구,1937,17877506.45,5014,135155
한천교 동편,4025,17607653.06,4063,126849
한티역 3번출구,2370,6424823.06,2699,63220
한티역 6번 출구,2416,7792893.22,3650,77038
한티역 롯데백화점 앞,2415,10884442.03,4717,107225
한화오벨리스크 앞,4212,10584972.03,5525,89314
함지박 사거리,2528,10388192.43,3981,91056
합정동주민센터 앞,497,10926315.01,3769,111631
합정역 1번출구 앞,104,9388425.36,2987,90089
합정역 5번출구 앞,105,9912767.53,3407,98018
합정역 7번출구 앞,106,13201485.06,3480,119030
항동지구 10단지 1001동 앞,2814,4161606.11,1775,34389
항동지구 11단지 1103동 앞,2809,2581305.67,819,24764
항동지구 1단지 105동 앞,2807,4242779.69,1309,39291
항동지구 2단지 202동 앞,2808,4179423.6999999997,1480,36286
항동지구 3단지 302동 앞,2813,1271504.19,622,14608
항동지구 3단지 311동 앞,2810,1668855.04,593,18839
항동지구 4단지 입구,2806,2527805.42,1019,16143
항동지구 6단지 602동 앞,2804,6295870.79,1584,53141
항동지구 7단지 정문,2815,10221357.84,2654,74912
항동지구 8단지 803동옆(주차장입구),2816,1399588.08,650,11471
항동지구5단지 501동 앞,3902,4451091.18,1745,48818
항동프라자,2812,6923172.25,3114,62389
항동하버리안2단지아파트 후문,3911,3463954.97,1103,30665
해공공원(천호동),1002,14708493.4,6068,133314
해공도서관앞,1003,10149704.02,5127,100043
해담는다리,133,15782224.77,4360,123021
해뜨는 주유소옆 리엔파크 109동앞,1016,9067382.03,4581,89294
해원리바파크 육교 밑,1908,14211785.21,7456,112734
행당동 삼부APT후문,3561,7593001.22,2271,60721
행당역 2번출구 앞,536,8162982.41,2912,65819
행당중학교 후문,4362,12625532.5,2483,89071
허준박물관삼거리,5065,14557391.75,6663,125663
헌인릉 입구,4343,625674.61,114,3923
헬리오시티 112동 앞,2648,15663299.65,5713,123786
헬스케어,1605,16309303.82,6016,125491
현대 뜨레비앙 아파트 앞,4713,10826441.74,6144,116964
현대 안성타워,857,4810991.82,1627,42218
현대6차 아파트,1681,13377140.18,6297,110531
현대6차아파트 101동 옆,743,10699461.64,5171,84823
현대고등학교 건너편,2301,14841073.66,2677,114906
현대그룹(본사),3423,8161296.71,5324,75646
현대백화점 미아점,4423,13413557.68,5431,123016
현대벤처빌 앞,127,3772440.77,1782,35328
현대성우아파트 옆,1573,4318955.14,1683,37911
현대시장사거리,2187,13619714.16,6442,112996
현대시티아울렛 가산,3975,10623594.9,6594,95478
현대아파트 앞,3903,14650454.47,3981,101703
현대아파트 정문 앞,2339,9388002.37,3285,73920
현대자동차 동부서비스센터 주변,4386,10237360.66,4639,88733
현대자동차서비스 앞,836,20337608.66,3683,144132
현대하이페리온,791,11427424.91,5726,111305
현대홈타운 뒷길,3521,5258955.31,2399,43304
혜명양로원 담장 옆(2),3967,6802530.26,2497,55051
혜화동 로터리,340,11264932.51,5945,98147
혜화역 1번출구,3421,11966424.4,6122,108705
혜화역 3번출구 뒤,341,9449853.21,5208,99387
호돌이공원,5094,3825600.67,1553,33125
호돌이상가,4887,11333049.45,4144,91694
호반써밋,5753,8338505.14,4197,75601
호반써밋12단지,5777,5045347.37,2594,48702
호암아트홀,443,2103368.2399999998,1237,17539
홈플러스 금천점 앞,1829,8800282.4,4888,82278
홈플러스 마포점 앞,419,14642706.5,4759,132023
홈플러스 면목점,4826,15786068.79,4710,115741
홈플러스 상봉점 앞,1478,13628443.78,6570,124341
홈플러스 시흥점 맞은편 다비치안경 앞,1821,10619021.51,4345,100509
홈플러스 신내점 앞,1438,16066526.51,6692,124056
홈플러스 잠실점,4486,11282048.74,4629,112054
홈플러스(강서점),2704,12301320.72,6634,114877
홍남교 버스정류장,4264,14722095.38,3807,104087
홍남교 사거리,4272,16709604.53,4696,126279
홍대입구역 2번출구 앞,113,9763347.56,4312,96297
홍대입구역 3번출구,3010,9398712.74,3845,95708
홍대입구역 6번출구,493,10000063.41,3873,101149
홍대입구역 8번출구 앞,114,9405456.55,3197,94328
홍대입구역 사거리,3009,9534359.56,3663,97759
홍련봉 공원,3880,11071504.3,4124,85769
홍연2교 사거리,4273,15201452.34,4102,106692
홍연2교옆,175,17470196.78,4813,124225
홍은 현대아이파크 아파트 202동 앞,3110,16215403.07,3914,114145
홍은2파출소 옆,3127,12871832.89,3845,91968
홍은도담도서관,4253,12012036.76,3756,81225
홍은동 정원여중 입구,188,16004486.75,4630,112238
홍은사거리,117,16239930.1,3559,112974
홍은센트레빌 아파트 앞,3105,5065014.48,2460,40557
홍익병원앞 교차로,719,10782061.83,6388,100678
홍익중고 입구,1361,11674977.19,5918,100647
홍제교,3132,17035635.48,4040,116087
홍제삼거리 북측,3103,13847740.37,4028,106180
화곡2동주민센터,5059,12565769.72,4598,101982
화곡로 입구 교차로,741,7182277.99,2970,55392
화곡본동시장 버스정류장,1130,7267367.07,4213,65653
화곡본동시장 입구,3792,9593665.27,4962,86495
화곡역 1번 출구 앞,1129,12735290.18,6497,108368
화곡역 6번출구,1128,12735662.81,7052,120639
화곡역 버스정류장,1127,11915227.95,6322,110867
화곡터널입구교차로,2712,10173625.1,5777,99179
화랑대역 2번출구 앞,1610,15262631.61,5233,125185
화랑대역 7번출구,1450,20152039.88,6677,151702
화양 APT(횡단보도 옆),3571,12644374.4,5776,114604
화양동 우체국,3582,10161526.42,5072,96442
화양사거리,3508,7677804.25,4195,73720
황금내근린공원,1122,17292439.82,3396,126780
황학동롯데캐슬,4798,11239032.73,5002,102808
회기역 2-①번출구,4125,3564000.21,1351,28264
회현사거리 남측,471,8691584.14,3732,92063
회현역 1번출구,469,5017093.48,1987,52955
회현역 7번출구,470,4951122.4,1930,50047
효성인텔리안 앞,1535,11564854.5,4894,108829
효자동 삼거리,450,11420941.45,5059,116001
효창 푸르지오 앞,851,4828555.33,2225,41589
효창공원앞역 3번출구 뒤,834,10494682.76,5153,99755
효창공원앞역 5번출구 옆,4627,5153226.11,2877,49698
효창동주민센터 앞,823,4193348.95,1812,38842
훈련원공원주차장 앞,387,10769614.93,4423,103465
휘경119안전센터 앞,4117,12085297.71,4352,97412
휘경1동주민센터 앞,4102,16184449.7,4793,128568
휘경2동 주민센터,600,7103743.21,2379,54937
휘경sk뷰아파트 앞,4103,9710124.3,3436,75663
휘경공고앞,606,11117844.49,2730,83849
휘경여중고삼거리,4114,16757012.08,5860,130422
휘문고교 사거리,3621,5172785.66,1901,43323
휘봉고등학교 앞,628,8909787.78,4060,78470
휴플러스 수락한신아파트 101동 앞,4035,6567651.4,4228,62991
흑석 아크로리버하임(103동),2078,3061139.62,907,22380
흑석동주민센터 입구,4180,5831500.58,1496,43896
흑석동효사정앞,4153,5012793.39,1673,33830
흑석롯데캐슬에듀포레(107동),2083,9463596.37,2978,69129
흑석역 1번출구,2025,15674127.01,2583,109393
흑석역 4번출구,2026,11916868.65,3676,88134
흑석한강푸르지오 106동앞,2064,884927.32,366,6546
흑석한강푸르지오(110동),2092,3155187.55,1233,20834
흥국사 정류장,991,3389491.8,1047,30804
희성오피앙,1639,14691951.06,6145,120994
희훈타워빌 앞,3905,10863245.81,5572,96473
힐스테이트에코,2720,11261777.89,7306,101298
힐스테이트창경궁 아파트 앞,343,8743081.31,5204,89067
힐스테이트클래시안아파트,4569,11375773.86,5441,96553
